key,plaintext,ciphertext
7af77aa155a33f658283ebc3e9eb708923f2d4c0684af4b719d5149c9f94c8b7,def46a3b39c8048431d2491d97daa6ea,4c6367ad8a2190366c3d730fe5eeb6ee
edabba9dc9d87357bb91da6931c743e16f91b36de26b648175e867937a7a7e59,4c6367ad8a2190366c3d730fe5eeb6ee,90bd09b4eb0f7d8397c0026cefea8fb3
ab7ef1b4a1e43771de88e158ad26a419ff2cbad909641902e22865ff9590f1ea,90bd09b4eb0f7d8397c0026cefea8fb3,25aefcfa6ec98fae81b93afad7761711
6b0145c6cbeaae320be86c2909c8d643da82462367ad96ac63915f0542e6e6fb,25aefcfa6ec98fae81b93afad7761711,607b26f4eb3585e3e886e75c0f3a01cf
b46d28c20a614b6d986e92795258631cbaf960d78c98134f8b17b8594ddce734,607b26f4eb3585e3e886e75c0f3a01cf,fe35fe16a3290042c28c021ee9ede73f
93c5c8403410764717e547e3d07b0ec344cc9ec12fb1130d499bba47a431000b,fe35fe16a3290042c28c021ee9ede73f,0141871c357a00ad37ae65597830cac8
cf85ea60e0c94e611fedba48e19e9693458d19dd1acb13a07e35df1edc01cac3,0141871c357a00ad37ae65597830cac8,df8bc7782ae10eb2c1bdfdc8887e4907
d40735932ea269aeb51fa3caf0c176d89a06dea5302a1d12bf8822d6547f83c4,df8bc7782ae10eb2c1bdfdc8887e4907,1ac65c65b6cd8ab751f1d908ebd962ab
9a7120341819fe54fc8a750d17ecf20f80c082c086e797a5ee79fbdebfa6e16f,1ac65c65b6cd8ab751f1d908ebd962ab,9f10b53fb6adf7189e277d04e351aa9d
8c19642c172cdb804059f751b3f25cff1fd037ff304a60bd705e86da5cf74bf2,9f10b53fb6adf7189e277d04e351aa9d,c94ecc943ddc8d1eeafadd173cf73fdc
e1cc9575e51d6a8240e6f3cd8958e1a6d69efb6b0d96eda39aa45bcd6000742e,c94ecc943ddc8d1eeafadd173cf73fdc,5dd513d74b72f9d46b06b4b96a94c3bd
ce41ff2d70b2169fad6a5f9ead4471e88b4be8bc46e41477f1a2ef740a94b793,5dd513d74b72f9d46b06b4b96a94c3bd,1594a31cc22cdbaf2011a9a317538608
7b467b87180772677903a043bc63c3ef9edf4ba084c8cfd8d1b346d71dc7319b,1594a31cc22cdbaf2011a9a317538608,4d5e8d6fa3e2ea343b5afb77124529aa
ca068b3afc717d1f6e8dc7e4eca0f56fd381c6cf272a25eceae9bda00f821831,4d5e8d6fa3e2ea343b5afb77124529aa,1bbf651cf61c295c96e73a210483d7a1
d04d80998a971ec52d5390fa7eaf78eac83ea3d3d1360cb07c0e87810b01cf90,1bbf651cf61c295c96e73a210483d7a1,84b42f75c3b62bbf21707ba66cca399f
2cfb1c71e8cac872e6a6dc90b0195acf4c8a8ca61280270f5d7efc2767cbf60f,84b42f75c3b62bbf21707ba66cca399f,a0c514e1e6a9c659f605eff4cf4951a0
405bc450a19e6dae76847b8eac858c8bec4f9847f429e156ab7b13d3a882a7af,a0c514e1e6a9c659f605eff4cf4951a0,1dcc38307c6b3c31e25f868b279b3711
35755fe97d9aeb1e67c1f4ca5a40ce1ff183a0778842dd67492495588f1990be,1dcc38307c6b3c31e25f868b279b3711,cdd744574664be7b221d7a2921b4f0b2
7e9d8b4bbd2aad70d229247d5880a0cb3c54e420ce26631c6b39ef71aead600c,cdd744574664be7b221d7a2921b4f0b2,e602ef85184ad4a86ed339e9403f541c
